     tau         EL         x1         y1         z1         x2         y2         z2
   26800   -3.98972   -0.31572    0.06029    0.11800    0.16747   -0.03888   -0.10239 
   26900   -4.00508    0.10679   -0.69038   -1.11825   -0.01519    0.76319    0.01047 
   27000   -4.00037   -0.28260   -0.12180    0.01354    1.07571    0.44750   -1.12830 
   27100   -4.00486    0.24741   -0.51593    0.92444   -0.25866   -0.73028    0.24250 
   27200   -4.00441   -0.95149    0.22390   -0.29262   -0.39115    0.15958    0.61255 
   27300   -3.99873    0.05525   -0.33446    0.00359    0.16960   -0.60398    0.17343 
   27400   -4.00071    1.01400   -0.19116    0.27613    0.32429    0.06807   -0.13404 
   27500   -4.00494   -1.04813   -0.31916    0.43948   -0.06124   -0.71051    0.32796 
   27600   -4.00206   -0.13399    0.74072   -0.01241    0.18022   -0.22459   -0.44450 
   27700   -3.99980   -0.53679   -0.26793   -0.28048    0.16274   -0.19728   -0.29344 
   27800   -3.99653   -0.14575    0.05135    0.24217   -0.46752    0.18121   -0.20696 
   27900   -4.00640   -0.91108    0.34632   -0.84006    0.32387   -1.22645    0.03224 
   28000   -4.00256   -0.82992    0.11290    0.08581    0.01134   -0.27470    0.46824 
   28100   -4.00285   -0.66394   -0.03782    0.01611   -0.33862    0.53299   -0.31751 
   28200   -3.99190   -0.37290   -0.49762   -0.07064   -0.02931   -0.03793    0.17576 
   28300   -4.00344   -0.65064   -0.29380    0.14206   -0.46537   -0.07225   -0.59498 
   28400   -3.99766   -0.18836   -0.07271   -0.16451   -0.66196    0.33990    0.58774 
   28500   -4.00404    0.25402   -0.64989    0.35658    0.39793    0.20774    0.71309 
   28600   -4.00160   -0.41214   -0.43764   -0.63928    0.12522   -0.14091    0.40141 
   28700   -4.00125   -0.92421   -0.12816    0.08024    0.32774   -0.22140   -0.09446 
   28800   -4.00467    0.80870    0.19437    0.08367   -0.46363   -0.72848   -0.44526 
   28900   -4.00353    0.29924   -0.58276    0.03011    0.61630   -0.23757   -0.58571 
   29000   -4.00345    0.35862    0.66962    0.07567    0.15709    0.68631   -0.17595 
   29100   -3.99226   -0.15142   -0.07759   -0.11816   -0.15673    0.15667    0.41614 
   29200   -4.00010   -0.53975    0.68100   -0.18292   -0.24979   -0.17679   -0.17443 
   29300   -3.98454    0.07152   -0.08091    0.01666   -1.23232   -0.28132    0.49302 
   29400   -3.99342    0.39211   -0.33455   -1.43808   -0.07058   -0.01148   -0.15513 
   29500   -4.00339   -0.32945   -0.62136   -0.28258    0.33168    0.10279    0.62827 
   29600   -3.99984   -0.11578    0.04825   -0.31566   -0.72709    0.51110   -0.07444 
   29700   -4.00095   -0.28417    0.52369    0.34923    0.39207    0.21799   -0.08338 
   29800   -4.00322   -0.18365   -0.09139    0.55081    0.74196    0.09540   -0.55471 
   29900   -4.00236    0.20373   -0.55726   -0.15893   -0.49929    0.39728    0.22564 
