     tau         EL         x1         y1         z1         x2         y2         z2
   27600   -3.58668   -0.08989    0.65628    0.19386   -0.09185    0.02554   -0.14374 
   27700   -2.80866   -0.56149    0.86488    0.22083    0.86767    0.57280    0.12133 
   27800   -2.99098    0.90858   -0.09722   -0.52948   -0.25371    0.26224    0.77364 
   27900   -1.81935   -0.04361   -0.17642    0.10506   -0.18843   -0.40348    0.30334 
   28000   -3.05630    0.85748    0.23600    0.07416   -0.35718   -0.23751    0.29036 
   28100   -3.08753    0.00585    0.69770    1.04181   -0.14679    0.15058   -0.50461 
   28200   -3.04001    0.00544   -0.62254   -0.11958   -0.35408    0.79377   -0.01785 
   28300   -3.00459   -0.35387   -0.93195   -0.84659    0.20658    1.37849    0.95449 
   28400   -3.00314    0.62187    0.24596    0.15144   -0.91416    0.49531   -0.14811 
   28500   -2.83216   -0.06037    0.76539    0.38866   -0.73296   -0.44102    0.92152 
   28600   -3.02415   -0.24931    0.39841   -0.04904   -0.19720   -0.51481    0.72581 
   28700   -2.94623    0.19210   -0.65860    0.79466    0.52371    0.25761   -0.11493 
   28800   -2.29174   -0.38301   -0.28884    0.41965    0.00538    0.19351    0.59451 
   28900   -3.39535    0.02843   -0.19954   -0.16775    0.09840    0.80568    0.02711 
   29000   -2.08370    0.80965    0.57745    0.37914    0.82855    0.43592    1.11655 
   29100   -3.06587   -0.51836   -0.17487   -0.51327    0.39967    0.22912    0.04709 
   29200   -3.21028   -0.14003    0.14215   -0.31575   -0.54139    0.67863   -1.71816 
   29300   -2.20715    0.53202    0.63711   -0.14519    1.12229    0.22027    0.06448 
   29400   -3.10143   -0.35076    0.06884    0.13416   -0.05486   -0.02724    0.08874 
   29500   -3.36238    0.81342   -0.08397    0.18363   -0.05758    0.01862    0.22324 
   29600   -2.85996    0.69730   -1.06829   -1.49972   -0.13301   -0.63253   -0.26071 
   29700   -1.38257   -0.14162   -0.08703    0.56128   -0.43826   -0.21310    0.33221 
   29800   -2.65582    0.48211   -0.49555    0.11945    0.62200    0.43350    0.16422 
   29900   -2.94005   -0.45639    0.56676   -0.40838    0.88847   -0.44823   -0.70680 
   30000   -3.17410    0.71050    0.68438    1.06001   -0.28674   -0.08807   -0.43025 
