     tau         EL         x1         y1         z1         x2         y2         z2
    2870   -2.73092    0.48599   -0.63391    0.44763   -0.16546   -0.18779   -0.84051 
    2880   -2.85325    0.48599    0.64523    0.44763    0.39442    0.31724   -0.56279 
    2890   -3.14758    0.48599    0.81171    0.44763    0.39442    1.10217   -0.40697 
    2900   -3.05728   -1.03674    0.39378    0.44763    1.55072    1.10217    0.20713 
    2910   -2.76825   -0.27400   -0.09020    0.44763    0.18323    1.10217   -0.01777 
    2920   -2.76425   -0.27400   -0.88562   -0.31549    0.18323    1.10217   -0.01777 
    2930   -3.05708   -0.27400   -0.18815   -0.31549   -0.81369    0.05646   -0.01777 
    2940   -2.73978   -0.27400   -0.18815   -0.31549   -0.52872   -0.08512    0.90296 
    2950   -3.52296   -0.27400    0.03390    0.16974   -0.52872   -0.03806    0.90296 
    2960   -2.85123    0.57635   -0.62650   -0.39063    0.42264   -0.03806    1.02623 
    2970   -2.71557   -0.51800   -0.62650   -0.29620    0.34042   -0.29060    0.63955 
    2980   -2.46142   -0.30723    0.08521   -0.29620   -0.03986   -0.29060    0.63955 
    2990   -3.15488   -0.30479    0.08521   -0.29620   -0.61350   -0.44651   -0.30497 
    3000   -2.84176    1.08738   -0.01632   -0.29620   -0.61350    0.84814   -0.30497 
    3010   -2.38097    0.30022    0.16295   -0.02948   -0.61350   -0.20331   -0.30497 
    3020   -2.80499    0.38713    0.86459    0.48028    0.41146   -0.90021    0.22606 
    3030   -2.68659    0.38713    0.86459    0.21249    0.41146   -0.50971   -0.00339 
    3040   -2.71178    0.62136    0.86459   -0.10182    0.27807   -0.50971   -0.00339 
    3050   -2.95488    0.62136   -0.50619    1.00807    0.65941    1.00818   -0.00339 
    3060   -2.74418    0.62136    0.21013    0.84897   -0.74199   -0.39977   -0.00339 
    3070   -2.72029    0.62136    0.21013    0.13043    0.21071   -0.66415    0.17688 
    3080   -3.11830    1.31445   -0.91553    0.13043    0.21071    0.24001    0.01007 
    3090   -2.95257   -0.78542    0.31865    0.46727    0.05329    0.24001    0.01007 
    3100   -2.95246   -1.19264    0.88965    0.11757    0.05329    0.03965    0.01007 
    3110   -2.46994    0.20443    0.88965    0.11757    0.05329   -0.36319    0.01007 
    3120   -2.38206    0.24753    0.64844    0.11757    0.05329   -0.36319   -0.00664 
    3130   -2.61631    0.11578   -0.29917    0.11757   -0.60881    0.47462   -0.90580 
    3140   -2.58647    0.11578   -0.29917    0.11757   -0.60881    0.65961    0.44801 
